txid,size,mappings,time,real_mapping_found
03fed982768c0ffc3b53ccaba791d865bd2fab18cd45edc2f2bf40112c819a22,18,1,0.0149061679840088,True
16748a8948686a4930e19f6c134e47e1940af72428f01607b8ad3ad25395bcf4,19,35,0.0565547943115234,True
cb217ce2b38846332dccb9f4b6af9fbe2f61430d94a655048a14c5ce636a7f86,19,1,0.0269863605499268,True
79023dda453339650b63051532ac542f9e24912a946551886b841156eab3ff3a,28,172756,29265.5941989422,True
33fcdabebfc0f258c77601ef1e05ad639f1b8006afed9b7bb51c95e4640a04b4,28,82053,6159.36367154121,True
9e2a0cffe6a9cae8e02eec019ab43411fe7419bee83eacf48172c9bee7bed698,29,20763,991.119750022888,True
83e60184bc58bf2f45fb040ac8de6f18aa1cf2a8fa57d788491d8ffdaeaaabc6,30,545,0.664366006851196,True
4bae5a91df941476655115af52e12891427a51f3b2c16ef04f4cb3fbff685bf5,30,545276,46284.7171673775,True
671d06c7fe14374b872a74c4ea90ad0b4a54a586d432efb0c1962f1c1fd81d63,31,3655,358070.86733079,True
0ad29804660319d4178ef4885a4faf0cb8d8dfb0a1ec95712123776488d1c113,32,1420446,71980.2118966579,True
778a9fa3340ee089989c657ef9d8de08d9387a4cc40d5b328d63eb38a1ec84f8,18,1,0.0117788314819336,True
63cd45d55240d0daabe641c3368ec91cc9669728ebdc7d1b9a11c9dd58feb55b,20,3,0.0236084461212158,True
ff7d0140b0ba8207701b290843999a04ff1248facb3b0accdce741184cdaacf7,26,307255,2343.62831187248,True
08182ea0272b1189d37a589ba4d139e45e7bdd1ab9cde16895f22b7ccafcf21f,27,77811,3442.96254277229,True
d0af14a4b781270f5dcac634f4a6fcc6883ec5aaf2746bb83af0af1081c6f4ce,27,6902,107.304669380188,True
6a19514cc93ad9d0e0263b2b356d4a4d74e355855560cf15ce03dc868b11865f,29,170520,12118.7204031944,True
4decdf3dd217a76d6ccd3b70bd32e4e4848c808b14dbdba18da6240814150471,30,2794445,699795.417542934,True
9e27a28b5e501dd9adc2604d1beb2f58bc9dea70e7e50cb6c7dc9c1c242152ed,30,8527,434.152251005173,True
c8a6b04bfbb5594e25940da056a58bdd4940e6ddb0da3625530b0b97fec5480a,31,477,79072.478509903,True
0ed24e59f55717e9f90eb9414bdbfd7b576c2c2dbf8b8c5518115018752c74df,16,17,0.0298764705657959,True
2766e5b7e2d12aebad2081817fcfab429f9abf9bb77ecc10d4dafda280b34a03,19,1,0.023775577545166,True
6b3c84ccd0d1802aba5061755e43b7e52e26e7112087a0bc72c20a74d01fb280,20,44,0.218184947967529,True
255429786c61257c6599bb476959848cc2b4b80fc0a8804671d866c17e972bcf,24,906,4.66793346405029,True
5cfb4edb36b979dd019d4dbd49c7a6ce0d54e3a0f29fea6ea84a6e3e23b053cd,27,340210,51882.0705237389,True
631dcd581c0d96d0bff4a1504a72ffe2fb6d9e944a472097400daf61f8b67d00,28,378,13.2747631072998,True
fb69522e61cc68508b196ca0d2a75428fd4de5970afc7ae3c60a3747d280fa03,29,476885,10152.9447169304,True
fd45a0405fe1666d224b20cf05523e13b04ee6782b5d42b0e4d68a4811416fb3,30,25808,1258.88318586349,True
ab4c7df88e516379cbdd40722d474953ea54d0a22c51a5fef0855d644b7771a0,30,25147,900.380060911179,True
ce5318173feba9fd4c6534c05d705d919d7bc2d1a1f13587ed4f8e3b2e1953ae,30,10876,65.1049191951752,True
d429393615c71fb1a0f350119a82ceae7b29f6dc20c93a1a3d416f69e5b8d2db,30,70575,546.660184383392,True
711970349a5d40222972cf9b38ea56f05e72bdc199b5db88e00aaf4a9c1a39ad,30,1872,0.490845680236816,True
b3ecd8393a197eea3b25393992e8ed55f2104c3c59714ac0d1586f7bb3f21987,31,347703,654488.970613241,True
70c895e9b79665f39ed20d53cf69fc347e77c5a91ebaa08bf467cb3e8f9560f4,31,10744,177.865192174912,True
3f0e4cfe1cab9abd7212881ea441845bd012702a62c86ade660514fc16c2b671,32,45815,509.457928180695,True
41bee1c40dc72508a0d9946460222d5bb7eef258c14e89160447aa6ed28135fa,20,400,0.424011707305908,True
3542b58a9af8767ba51b11348478bf57e31e2a87d1abee78460362b4199f9829,23,11590,50.1546096801758,True
8e0fd6b5d043c47291e2c652d6d655d10580097913ba4da37df6fe5d22da2572,24,136,0.0677139759063721,True
813b9ed8e7f979e6ba49f3067b2cf571743b6e26bcfddee4f2ce7709a4b6a7e3,28,54652,319.246247053146,True
1630f5e7896c71b97979ff77609738ffcc0a59f7bbb4212c576e95cc4560cc65,29,205600,3588.12367916107,True
4adc389daf461ecde13f9af9aa5d7b9ca710fc4a1523c9d6698cd8d7e5cbddc3,30,2898,174.088384866714,True
ed8b206f649e14950c9ec884de4f49a6fef734cb2a093a2b596e2a8cc798efb4,25,2678,14.7126505374908,True
f3a45b6042b12d881c4018df43b6b74e9a475e5ecf243719b42b7af334d34ca5,28,9900,162.473906755447,True
d98a6b1a099037be4fd2b477932f47983097f5072b24b59bafc1bcaf78d0c6ed,28,34297,261.060263872147,True
25809660820b93e7c6d42477e7f56d4830bcd9908828a317e45b37cd955ca422,28,20439,1487.7749247551,True
1b531ab4dc4234fbf36ea19d69de62666f469b2e6f1a4dc8e5ae3fe098c1528a,29,73068,23449.8016798496,True
1c5a7a39984e7b6275aecf86fc06b4250b007df3baf4ccd473956a87922ea963,29,359281,262142.607151747,True
26b344a954d4b6414ff6c69528115263803acd2888837684b49535d4063f7228,31,2404,4.50675296783447,True
1986ade5692d5f31a26d957664fb01851fdf4e6af12a8f83e6758db73e9834ea,31,143053,111471.335477591,True
58b9f1bfb3c8a97f4b03bffe320f0da36692b9ccf69e556c46a70b3a3a5f8ade,21,265,0.22522497177124,True
a77c7dcf923949eb03ab27ed7699448ccfc8f7c9dd35ff19a81b276f8c958e82,22,34903,40.0592045783997,True
cf24b3ec6e55447f192a0bfbcf8fbf8df8e17dda1c4ad0dc911fed624c9babe0,24,15091,97.9108486175537,True
00610c1a78b9f722c95d7fda65b130395973748b17c07bb914eccc327c6e7268,25,1365,0.777344703674316,True
889f6c17e922f27f49706a17ad85e97301760d1c342f0e2e4ab00f16efd9c398,27,15827,367.029058933258,True
6e9af3b8f7720081f7000232fa0a4067cfb7b61478d485b5e378eea35120e9aa,28,9846,170.795258522034,True
e30efa2293f22827a49255587c276c1092f022bc996205b9bb78db0307a6937a,28,11908,128.967422485352,True
747ef19ce3e35729e78e28abf3a86809df27b0f2c3c74e086e8fd7519d2b6aaf,29,5286526,123643.211467028,True
2e2057349e8296de2e2917ac1e5a3d81f8386c627e5532ce9e9d8c581a983c63,30,9375,3513.52457976341,True
eb0f5ef738b20d0dfe03b0457c17605f913d5d1aea025ad23106a44795bd059a,30,47952,5156.88182592392,True
df72c4114accdb79ec4fc70ffb234d8b0cacfc99df26787b2f1e06029a187c33,31,239876,66142.5645344257,True
4cf174b9bb732a1e9b43de0479ce156da3334bcac376aaef5099adc73ba98599,31,860806,671950.395745277,True
874df8945bbc6a0e308c3636037bf07f92121d3b9a793b2ac7c91087e6756a90,17,18,0.0256223678588867,True
a6baebad89ff2fcb10b62848351853f4850aad76cb1a40f82f89cde85c53398f,18,24,0.0269622802734375,True
49ee57356a878c4c29a55d68c0aa3d2378cdc1ed39a63885c834ab1874ac27e1,18,3,0.0113675594329834,True
6abdc6253fedb2dde539909cb834d580505342cc25faed1c502766ae04fc2fe5,19,1,0.0113844871520996,True
9acc347e0efb8aaad8cf8065eff09169fb9be81f0067c5e30e50dec42b5dc407,20,487,0.252110481262207,True
f80feb790ad32a816e719d6999dc241717c1d91f47a1ab6087a9d967aef936a8,20,33,0.0692210197448731,True
852d708654cfc0fbc9fadc9e157b312c6017f34abb36fe90daacb6a302e32e74,20,3,0.0425639152526856,True
fe7165b6a0557f469db8c974444a8cab4de6a84724d999cfaaaad8c0d45a673a,21,479,0.863265037536621,True
5bed5c4468b33c53f9dc7740bf93cbb01ffefc908cd705a235fa4d6cac77fbca,21,6,0.333391666412354,True
dd3cc60aaea8b962399075c2192af21396347e0a7b3ac23e27c65cbb202bbf53,25,1169,1.07611155509949,True
73a8bff6a0ff18e4588313eef4317e60ca42be7013f295b98e88994a67aa8ea3,27,1074,15.0538642406464,True
1ab8356f31abf0ca674f179dbbe4055fd500cfbde776eb0954c6e640a00b5926,27,17474,4.44391059875488,True
da2821ecd8805a7fbe643680cc170c62ffbc8ea95a7a5d9deff170dd9626ed18,27,3701,57.7102150917053,True
33de50c8d446082cfeaa6d402c700b7254d85110eb1ad36996c72cc4f0df8f94,27,867,1.08871293067932,True
9fa57635be20199c3809f438e6c11e17bc0a06a4e008dbf48efc10ed61ac3b9e,27,344,4.5612428188324,True
557c69927ae47e0c1ccb71de26f86cd5a0e0b0e427494fe9e417ffacfccc6699,28,1596,59.6324527263641,True
2d11f02029c51dcf568047131938d6c2aa7592c22846366e1b5ce0d1143e1955,28,45781,4987.02995276451,True
1c2ad9736be9c9586a32db08b5e8ce9659b0a10bc5c01520446af8f96ccc7d9d,28,114388,9834.78738045692,True
b1dd34149b5cfe72b22050e84ffc03aa806bf48004c9f67a6d69c97037e2fb76,28,44,0.236125946044922,True
537d93bad62926dc5b078563b8f5dc36d79b49ed6f0a735b5196f7f73325ac2b,29,75292,10112.7760913372,True
cb55791da190131b6b31370fa43d57bbea3105584ef66fa95ae78836fe4382fc,29,42378,1539.03092336655,True
f26d240e8707ef04644196c7d9e810d20b2b74a151fd62d92af8e312778a0ec8,29,64589,12900.1274023056,True
a0b707c3e2680860a1831d2a4b0aae77066415b3174edcb0d622c9e8b8b4e166,29,86721,4092.79087328911,True
34dc646383b11d2bb2062f1829817dbf5ad51dc4a6b0fcb1b5828a0b887f10d0,29,3098,6410.10074043274,True
7c83664b05f698a0485a228c184853b334a5b586d8891a36d2e697ca2e1aabb4,30,64527,3142.83412051201,True
190b6eecf9fc65259c72553545efe19f2899b99f9fbef826874da04fabb89f7b,30,2023,10.457010269165,True
8af99b4206516aae306aa81f9021defeef1e004492d9975da26bc2faf83d965b,15,66,0.0308995246887207,True
736484986f91ca342ef22a8ba83b0239cc6cc785566cf0a74752e799beea9820,16,2,0.00983810424804688,True
47d3d250421c02b024d5206e688e3937e58524bc13e84dbf8f95ede07b551216,17,1,0.0146248340606689,True
094250d2fc06ed85f28fad5952b7942ddbe3dafab8b05917f6fe720b8fccb5d8,17,1,0.0112383365631104,True
e2467144e9ece7221f1ce7ecbcf2bdc9479925f5a5c68f3ec47028bb54b50a91,18,67,0.0184822082519531,True
5059f68e12f69cef5045dff990f163c1cdad10894771e2ff15ee49841c8d7bbc,20,47,0.18513035774231,True
49ff661c58d07cf09f2584afbb0b159dcda09f9ff870e77782bd1356fac20b72,20,5,0.0628378391265869,True
977dbba8473d5f236940483aa6b6e6c9412440990130295b3df5837eb9680bb9,20,5,0.0771377086639404,True
016cba33746ae91a5c753d8e410d24fa171db681bd6deffbe9c7b30d855a116c,20,1652,2.69560933113098,True
bd05cca34e09a5deb990a0fc69f6af8c299a9a6e7144b6c0cb962f1a941c087f,21,27,0.0116872787475586,True
81062c456b3c692b32b1a8a11e19a0ffa323aaacfd4ec59f930f667c40181d3a,21,307,0.10803484916687,True
95606b5856b7faca5a12e456f7f523a698b68195e5b838d465107536a4b31f75,21,2831,4.9109628200531,True
6c363f4376ad68108cadb50a067874e689fc754834418b74b07cda19eeed3602,21,10,0.0691304206848145,True
5598295b6f2401a550f51650049716927af36298c22083b23253b1cdfb5acbeb,23,102,0.0428812503814697,True
1838aaff60d0823b6206c714116feffffb4c90d6278aaed35263e92250dcafe6,23,20,0.30608868598938,True
67a5dc71e7e04e53d328144be7b756a639948bdd0b151e1d581efb16c0a9954f,24,54791,476.969906330109,True
10cd75c7599b0f98161be7647445b2bebadad94d2b335c665bdb022b730d9419,24,1561,12.5506238937378,True
70f073e810df5830c0235e9f2a642bc3a2749b41791258a42a5cb50c7b1e5813,25,57,0.286112785339355,True
a6caccf8715d15fd51da33022289d4ef25dc0890a88b7c998cbf1ee2c2d36f84,25,1084,12.5526342391968,True
905b8fc539f2c0d496209cf6daafa4584a6c1a9a1f36b15013a867d9ead01cd4,25,2,0.241525888442993,True
1f82a30bcfd905ec8d632da42a782fc346281b65962a5ff9fca2109bbe78a659,25,1682,0.766232490539551,True
db61fe607a4220e555d11b30a2c1196eddd53b9fb13e1e409ae4b79e6fe1df81,25,1836,4.968346118927,True
5ff3295c2f2dd1674233e7270e5bd6f7f9bd5ed0a040829d270b42c0e607d73b,26,6837,41.3956336975098,True
73da50df53934521a9897a13e9d54c64888aa1915737e66a2ee80a79e98ca0e6,26,8715,69.9033031463623,True
b74b9a4fd2f296bb23604a2d3714d32b5176c48416af19d741a1ebe55ee585c8,26,19440,4104.39752030373,True
e48bc059e6d5a1d8d5c824c1155c1135784ee94f2275b5b49aa293c493c3d5ed,26,1478,2.02607083320618,True
22a845f1866c6850ab8f468be1136afbb3fb6e880077eac30a9e0672aff8bc93,27,123,0.702115297317505,True
fd1a16d6685ce8a7ec5fb6ae7ccfecfa2abdc4c954a4c251e684b6030d2b72da,27,220,1.38400959968567,True
66b6816bd2aac5dfa6d0ec96f6d752538eb74140f307018f3cfd5c786ea89f31,27,2124,34.2459645271301,True
ee825449944a355d8231ee6326914e722f336191a192919ab22217768596adfa,27,104570,815.169283390045,True
9934aa847b1c492597cda07ef49ff4ddd32befa5c5bb14a63457aa58ce536537,27,100245,484.305567979813,True
e1f2e7f1dd4f2c3dfda932a618959d230e11049fee68855b74e54d99499d5602,28,16102,62.4583401679993,True
05d0f27a39f7a4b67f041376e43ad115d936e9ddb5a1ce8ba35f337b804c0f5e,28,2382,141.827625513077,True
4a330ab585a1648f9c99cee3635803be5e8a5dbb0f3e952915728e36115b8cae,28,29678,1227.34805250168,True
f0025f5e84886ee1a697ef6e376d5a674366d2900f8519b1c5e71cc09c4c119e,28,96085,4943.52348232269,True
8c1c8aa9ccd0cdb2947e4da13ba8d278e336533f61eec412bc61d4c539a05c30,28,20453,265.130205154419,True
b8f3557960e2de447cec059d91d4d39f538961fb8eae6866731ddafd73d2b500,28,130180,14959.2966885567,True
12fb3cca8ed1e39aac1e77f2619c78f6576effebb7f9c426379bb77c6297eebf,28,1909,183.976278781891,True
3b39568f9eab558735c450b14635f48b364f46962341cef77e1dacf2dbeecac1,28,7028,4619.88751149178,True
8366261c2669fba00fd6e5365bb850e4e8afe899686ca016401bd37b097e758e,28,66,0.388808012008667,True
d5fb48e03494b2758dd84a745d53e74b6ceca9d09ef0f7af8edcd7932b6cb8c2,29,340,4.33573579788208,True
0694b0a551e8cdbe8ee54991f57338255e5c4334ee7b5d007a11264322c04b06,29,3267,42.3079144954681,True
e7e66cf9bc80bdbe603d5d02ef61bafc331da93e77a678390e05c20d82d889eb,29,5821,72.5664937496185,True
291fc2c817b51f311a32d0d2657e12266668774637a44a936afdd440d80f9f47,29,5704,117.618797063828,True
1e088d350e5fdd9e7ecea9aa2be3cc30b5a824e9c85fb200a4fd044094f4a0ca,29,156,0.839452266693115,True
6d7f07b102b3f58d534044ec3a8616329f2fb863c04a4cbe20ce05865b06eaa3,29,449,2.49051022529602,True
593ada0fda48e0200a618700c21be3862b6376bd524699cd5e8c277ef81a4080,29,62707,2931.6967420578,True
e4d82f39f082e90a0c9cfb1c1e08ad76259668690ce716d72dd9c997a55ed1f8,29,21619,222.018904685974,True
6c99930d1e547d81da375020a13df43ba97a586efc362f3952d58d993acd7949,29,395812,2387.44525837898,True
8f67046a02941852dabc0d2c86687a4af906a93e3c4e26f86044644e4f2a3bf0,29,24355,1135.88960003853,True
9a127978c80654534ef376f5bb60a4d534b789a34ff65f04038cbdcfdeb8e879,29,33141,281.213535547256,True
d341c02dff735faf2649eb920da59f670abb0cc175dd6c20e6ffc6474e3a625e,29,1672,17.6893558502197,True
287cd5b25d3cd1da9c32846dd9c4da16ac90e422fa263de0bdaf027bdcac61ef,30,418631,103194.770432234,True
65764f9729eb15fa9a9c81506c6e3e41f7a4c590b0900b7f872221802befb385,30,143006,1808.13913083076,True
986535db3ba3d60762a36fb413fd33f50d6ebb89535f96e9879ddde79e832b3b,30,731,2.02997398376465,True
30696bb37b55d12402afb51e37af27cefc63634039e45de3e52a7d37dff59428,30,29,12.2819561958313,True
5cbc719022eb8609de7f48e5a7c0fccd3e1750585c4fdf6016b7ba75e75547ce,30,31992,972.884533166885,True
57ed733721e550aad6deca629498875c2887fdc97035c0fda266eed340294407,30,23697,1504.61454176903,True
584e2832bd3f1de7e8d5dba13cd973213407330b9cfdb6588c88a622c21f4c2d,30,10070,39.3765752315521,True
410788c1b6368ac2bdfcb42ac21f2c87d40004079d13bed72c6629412b993eed,30,11197,386.657767295837,True
57dc64254f88cedb0873a9af6bddcb2c5b6bbf0bc02bef8ce791bc23ad7dfcc4,30,5318,41.656898021698,True
80f24a180800cafdbcad3d7b66ce34f5a896634c5a4d8c436808de2be6e8bcd6,30,161976,821.393296003342,True
a454b770641070049e106bcf9c2dafb32195a941ceb80cd36f5e664b61f1ba96,30,771,0.958271503448486,True
e1f62d8a8c7a6f2a7504798d6738cdf97680b6fdd4c13ac280b7526c235ef307,30,14437,63.6846525669098,True
ae1146155b68a1216d1963a59a874f78a5f5906e407cfd72ec7d3a90b92952ee,31,48,7.17312097549439,True
6912825ed43f46e202cef4f38416f81ec8743664c587156415c9169432853aea,31,203610,5382.10716295242,True
af418dd9a4039d35bf7840d0cbc10f4fe493b603600ae4287fa1690d3f0c0356,31,1943,13.5008592605591,True
0cd1fa776cfd41c6e2b28877a4bd74b36935cf63b5c112a8cbb87fbf010b9086,31,22451,262.346739530563,True
53b7d203fd00a3e5005f156972df95900ec513862425122bf346e6aaea23ac5a,12,1,0.00133371353149414,True
da1789e863f26a6809948514042a64bc8460b0abb259e8dfdc01dfb85ec7038b,13,3,0.00200748443603516,True
7ab1d31056ba07934a7bc06c36d46fe3e30bc0cbe4afbef11381d65a448d8e39,15,1,0.00766062736511231,True
85d4984a725c31c15633c84d482ecb96a02beb4b897da489bdefa8e9c5edaffe,15,9,0.00991344451904297,True
5ce1292dfbceeddde2092acb6a9de7c8c35112f6f9a04b4e20cd4865eeb83e23,16,1,0.00160813331604004,True
d818e49fb66f5f794c2a257a33ae5c1b9c805511f1530e2e639f2d914f6b491a,16,1,0.00934767723083496,True
4ad59330c1986d51e3a2ccedbceb8801b6777e1efe1b9f6c4d6d1de2683f115a,16,1,0.0033271312713623,True
a102773bffa5fb8b1d40b8bab0496c797f3a51807b19fb8353ec6622df8197cf,17,330,0.0220012664794922,True
425f3da3cda5eb68b85ec323a3159fb7f047faeb68e7f86fb52e896e6a113b82,17,55,0.0335202217102051,True
80e4d9fae8c5703af739e5e3e42d93abe42e5d9d13b511a62da8eeba02a2c65b,17,20,0.0233395099639893,True
e6a0026aad8e9ee3d931490182691af9717682990257999d4d94c19af5b74c5c,17,91,0.0474991798400879,True
530c192f8e56fe324c6bb7f26b010e8a3ab7ccde02e8613f07fc95b06a613455,17,3,0.00364136695861816,True
5815ef2f443c82f633f16b3648a13fa160748c0aba8cabff4526ec67730ea7da,18,1,0.00701642036437988,True
32c015b2ea62c9f765f4646c18de74acef04c02019bccde664989780adda6b20,18,1,0.0518701076507568,True
ef4a2c913256939d9251a4c4072f2cc9b0c99a09a47c5b399fe05e741e7934ca,18,1,0.0134878158569336,True
bda181af07375bb7e79dd86b90b5e70ebd534e7ac3e852e690e4e5c49f3a244f,18,1,0.0105125904083252,True
173425384aad245dec43e19b59e0e0c857d5f96ac8a6909e9e29e10d0339ee91,18,12,0.0283083915710449,True
4372d500626bd66531c2ba8a506cb12379c3247896d9d0dc5617ee60820ae108,18,5,0.011040210723877,True
4681f44c8b9f2bf9a5cf60f494ca2a1a203f964eb3ccca014e2262cfb8d5cdd5,19,249,0.0549459457397461,True
9bc37dcd6e99ee49a1df393bded41fadc2d94ecea26ccfd5ff13f462fb045052,19,450,0.279370307922363,True
394ca73f3f2ae38b35202d4577e696b496c25af2a4ea5aef2ff42009a6390cef,19,6,0.0379703044891357,True
9c3a1351fbd1a50618de909c143fa331d6c98eb6024490864012c056f3b96f99,19,1,0.0350723266601563,True
f7eda92a7d3d5c98e1f0e91c8b3cd809635232d9518cf46b0a03b1b4de346264,19,92,0.55082893371582,True
d8ae7209b8c8e8f1d8585dd5075dc8d6ae2d46e9fcbc135b723e21ffacd7d415,19,10,0.0349500179290772,True
f55d90697bbc740b775ad8e2bddc37a8341a224d63dec611b723d72d8f24adf6,19,165,0.0838687419891357,True
7698f6f99f787997149f745b98c2b6a41f5ba751147bf861a304fe44b01de4ef,19,2,0.0182201862335205,True
7d0f01d766f8f8e04c0db24a2d5959e63ccd78227e5e2178ad38c99d3bf26239,19,1,0.0287864208221436,True
5f704804d1c4f4db47d24b8464574996c46120bc7305b2f0eb58e01e5f2eaae3,20,61,0.0859696865081787,True
0d76806d018d5f0d9df13fcd34ff3a7b2da2864e9c23b7298f90cbbbb6e6182a,20,3,0.0503652095794678,True
ec60765b3bb78b67ea56297a2169481e635406c8d4c7af718b2d41d43685d9ba,20,37,0.273917436599731,True
036f3d72b074fa29c11a8a88ae00f47a6c9f6283cce4ad6b8853c54b6bd92226,20,11,0.0802953243255615,True
8209d059dd989465232f0912029ede78dcaea797cd23de7fc35a76df9dcae20b,20,2,0.0498003959655762,True
b55b7958d4c69bd34ef7a429b91dddfe021b31ab27b122a6169ade0dc5ffca39,20,8,0.164923667907715,True
7ffc59af541907bedcf8aba1feb8b5489642f33daf9240291424c0920d6e6ba7,20,8,0.107231378555298,True
cff02967af21ce4c409f7a6eab68c15c931b5f3baa374175867477397d6de514,20,8,0.114104270935059,True
70d7275aecb30e5fc9b1d14f0400e355124a4e5b576407362a42accd103d5381,20,1,0.0146739482879639,True
8d30c4458bb3746ee7c3431cbae035465df7804cf333a9334dd3335e2226e4da,20,490,2.51398253440857,True
acbcfab127133018bd479c6c365f003728d118b3242a56a25425d735747c91a7,21,1,0.0259056091308594,True
81b4fb0f884256a8f384ec9c30192e1d7f752231728cb82eb5cd240b47a1babc,24,5594,11.8960483074188,True
03b6ce3e9d944aaa56f19af2b4ebb77083c3970cd74e8f399b1c0a3bebaccd40,24,3,0.0647392272949219,True
7dfe3cfcf56af45d4ce49d7b8da8298083855dd44cdceadbbf00ac2f7cb466f8,25,127,0.368531942367554,True
1285e6de642379ece609dbbbf38de25007af04e6b18aa47f213f477f96d1be3f,26,2038,0.932928085327148,True
419d0069a0fc645f0e5ccc84991b5ae2325fd25fca1fcfe9c2d18054fee4dcda,26,57,1.43775844573975,True
cd96096aad53e39c6b53dde07dbb4ba4ba9eb3ca37b1d731ff0b82c66f2f527a,26,2221,92.0254831314087,True
6c9a5c8011f8faa615d2ee67741fbfe822c671d74360e158de38377dc1efb33f,26,737,5.60824751853943,True
bdd40d69f6d0cb181bdad3121c8225e252c108d6e9334fc6d8945fc6ffc01389,27,1751563,374504.136158705,True
3a749a30a658df817509d3610667cb32f12f0507edd74544d10a661cb0b349fe,27,35696,63.3347592353821,True
0c14ebbbba567f0a253745bd942c0db34dbebac91a2242e3f4c3980585a89784,27,1,0.487698793411255,True
3fed6aa1404e5b444d890f6e91c10a8aadc7db1816f8afe19f85562469756dfd,27,53,0.957564115524292,True
6796ed31a5139783137b1e7162a420bffca4019cf3afa37fcdc20b940823ebaf,27,8,0.656866312026978,True
42920cfecd4ec4b8e8c23b3853793f2e22d0194fe1e6c810014f1117d51f8bd2,28,24632,217.334423780441,True
099d6c35794d43f77b8835e1ae70dc022c0e6e4c118773aa479c2d3a87436eb4,28,24790097,445422.016702652,True
bed2cc9a14c8ce5d046b9d52e9470dfb2470ac7ec1b68e86c4c4de7bb8edb66c,28,13161,27.5784556865692,True
ced9150d3ff64c8b7194b4bd782eb236e2d61facbb748f160b18193332eb8be6,28,2614,1.50736618041992,True
2e34425fd771d2a16f74ed848b799146631106e5a5c223a48d354bce84cef7fd,28,169,0.714612245559692,True
36951742dd03bdc858077181aa9fed9709a726888b668479d942fee731a672f1,28,4551,70.2100746631622,True
65aa2013774abc15054e4b425a48f30ecd20e3da2aaf1e0bc493d758bfb84259,28,547,20.1262490749359,True
c818b97937daee6991bdd48ef0696f6a22a9173ed40d2879cc004cec53042b22,28,10633,87.9480984210968,True
74757a085dbec562f615264aa8e2c75a71b1727cdfd0962650ab6d830ed35d15,28,89821,7427.80469083786,True
bcdee1616b8e7a9296b3fedf80bc8a3f3e947c7bd84b43ce3d93105595a2aaf9,28,837,35.6004528999329,True
f5746fad5f626a3a299f84fa33afd24134e40b905462062f04ed772200cc9d8f,28,85,14.3269770145416,True
0fc1abd85a5c840f6c520c07649f3e44f3f21a3339b5316894293640bf49b938,28,3072,36.1554024219513,True
989686b814fb2c9bf94117be7464cf73a1c2e5c0d606ab44adecd8b8c9969a17,28,8638,12.8454840183258,True
01a2b21a421cb656096e21b5cfa84c8d0cc036c75aac4d9147c130f9841151b0,28,63,0.0742990970611572,True
7c5da7c31d8c400c19b80be37289895d76159f9c368e0f300bb0310ac383740d,29,1285,8.42005443572998,True
4e3d962a7778393b0722ef29b4a3d44d865c4f2b1f8498de468f1ed592f05f75,29,1974,7.94219851493835,True
